id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways	gprfeat
rxn00713_c0	=	Cytosol_0	ASE09_RS18860	GTP:uridine 5'-phosphotransferase_c0		-14.03		(1)  cpd00038[c0] + (1)  cpd00249[c0] <=> (1)  cpd00031[c0] + (1)  cpd00067[c0] + (1)  cpd00091[c0]	(1)  GTP_c0[c0] + (1)  Uridine_c0[c0] <=> (1)  GDP_c0[c0] + (1)  H+_c0[c0] + (1)  UMP_c0[c0]	rxn00713	URIK2	R00968	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PWY0-163|PYR-NUC-SYN|Pyrimidine-Nucleotide-Salvage	Unknown
rxn04748_c0	>	Cytosol_0	(ASE09_RS12430 or ASE09_RS34045 or ASE09_RS12210)	salicylate,NADH:oxygen oxidoreductase (1-hydroxylating,decarboxylating)_c0		-95.93		(1)  cpd00004[c0] + (1)  cpd00007[c0] + (2)  cpd00067[c0] + (1)  cpd09806[c0] => (1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00011[c0] + (1)  cpd04117[c0]	(1)  NADH_c0[c0] + (1)  O2_c0[c0] + (2)  H+_c0[c0] + (1)  m-Cresotic acid_c0[c0] => (1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  CO2_c0[c0] + (1)  4-Methylcatechol_c0[c0]	rxn04748		R06939	Naphthalene degradation	AROMATIC-COMPOUNDS-DEGRADATION|Degradation	Unknown
rxn10218_c0	>	Cytosol_0	(ASE09_RS05290 or ASE09_RS17995 or ASE09_RS21025 or ASE09_RS20210 or ASE09_RS27530 or ASE09_RS24590 or ASE09_RS29135)	anteisopentadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase_c0		-3.614		(1)  cpd11439[c0] + (1)  cpd15675[c0] => (1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd15681[c0]	(1)  fa4coa_c0[c0] + (1)  1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0[c0] => (1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  1,2-dianteisopentadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn10218					Unknown
rxn05599_c0	>	Cytosol_0	((ASE09_RS22940 or ASE09_RS05015) and (ASE09_RS22930 or ASE09_RS05025) and (ASE09_RS05020 or ASE09_RS22935))	cysteate transport via ABC system_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00395[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd00395[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Cysteate_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  L-Cysteate_c0[c0]	rxn05599					(Unknown) AND (Unknown) AND (fig|1736582.3.peg.4792)
rxn01257_c0	=	Cytosol_0	(ASE09_RS31880 or ASE09_RS24710)	chorismate:L-glutamine aminotransferase_c0		-7.19		(1)  cpd00053[c0] + (1)  cpd00216[c0] <=> (1)  cpd00023[c0] + (1)  cpd08210[c0]	(1)  L-Glutamine_c0[c0] + (1)  Chorismate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  ADC_c0[c0]	rxn01257	ABZ1	R01716	Folate biosynthesis	ALL-CHORISMATE-PWY|Antibiotic-Biosynthesis|Biosynthesis|Cofactor-Biosynthesis|FOLSYN-PWY|Folate-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Vitamin-Biosynthesis	(fig|1736582.3.peg.6657) AND (fig|1736582.3.peg.5165)
rxn09272_c0	=	Cytosol_0	((ASE09_RS00495 or ASE09_RS21110 or ASE09_RS01665) or (Unknown and Unknown and ASE09_RS01660 and ASE09_RS01655 and Unknown and Unknown) or ((ASE09_RS21105 or ASE09_RS01670 or ASE09_RS00500) and (ASE09_RS00495 or ASE09_RS01665 or ASE09_RS21110)))	fumarate reductase complex (i.e. FRD, involved in anaerobic respiration, repressed in aerobic respiration)_c0		-2.44		(1)  cpd00036[c0] + (1)  cpd15560[c0] <=> (1)  cpd00106[c0] + (1)  cpd15561[c0]	(1)  Succinate_c0[c0] + (1)  Ubiquinone-8_c0[c0] <=> (1)  Fumarate_c0[c0] + (1)  Ubiquinol-8_c0[c0]	rxn09272	SUCD7			AEROBIC-RESPIRATION|Electron-Transfer|Energy-Metabolism|GLYCOLYSIS-TCA-GLYOX-BYPASS|GLYCOLYSIS-VARIANTS|PWY0-1329|PWY0-1353|Respiration|TCA|TCA-GLYOX-BYPASS|TCA-VARIANTS	(fig|1736582.3.peg.349 OR fig|1736582.3.peg.105 OR fig|1736582.3.peg.4401) AND (Unknown) AND (Unknown) AND (Unknown) AND (fig|1736582.3.peg.348) AND (Unknown) AND (fig|1736582.3.peg.347) AND (fig|1736582.3.peg.4401 OR fig|1736582.3.peg.105 OR fig|1736582.3.peg.349) AND (fig|1736582.3.peg.4400 OR fig|1736582.3.peg.350 OR fig|1736582.3.peg.106)
rxn00903_c0	=	Cytosol_0	ASE09_RS12685	L-Valine:2-oxoglutarate aminotransferase_c0		0.0		(1)  cpd00024[c0] + (1)  cpd00156[c0] <=> (1)  cpd00023[c0] + (1)  cpd00123[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Valine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  3-Methyl-2-oxobutanoate_c0[c0]	rxn00903	BAT2_2	R01214	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Pantothenate and CoA biosynthesis|Glucosinolate biosynthesis	ALANINE-SYN|ALANINE-VALINESYN-PWY|Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|PWY0-1061|VALDEG-PWY|VALINE-BIOSYNTHESIS|VALINE-DEG|VALSYN-PWY	(fig|1736582.3.peg.2655)
rxn08469_c0	>	Cytosol_0	(ASE09_RS22925 or ASE09_RS05030 or ASE09_RS09775)	FMNH2-dependent monooxygenase (ethanesulfonate)_c0		-80.79		(1)  cpd00007[c0] + (1)  cpd01270[c0] + (1)  cpd11579[c0] => (1)  cpd00001[c0] + (1)  cpd00050[c0] + (1)  cpd00067[c0] + (1)  cpd00071[c0] + (1)  cpd00081[c0]	(1)  O2_c0[c0] + (1)  FMNH2_c0[c0] + (1)  ethanesulfonate_c0[c0] => (1)  H2O_c0[c0] + (1)  FMN_c0[c0] + (1)  H+_c0[c0] + (1)  Acetaldehyde_c0[c0] + (1)  Sulfite_c0[c0]	rxn08469	FDMO1				Unknown
rxn00016_c0	>	Cytosol_0	(ASE09_RS15015 or ASE09_RS19960 or ASE09_RS01645 or ASE09_RS03420 or ASE09_RS14180)	chitobiose N-acetylglucosaminohydrolase_c0		-3.11		(1)  cpd00001[c0] + (1)  cpd01157[c0] => (2)  cpd00122[c0]	(1)  H2O_c0[c0] + (1)  Chitobiose_c0[c0] => (2)  N-Acetyl-D-glucosamine_c0[c0]	rxn00016	HXAD	R00022	Amino sugar and nucleotide sugar metabolism		Unknown
rxn03991_c0	=	Cytosol_0	(ASE09_RS32930 or ASE09_RS26200)	nitric oxide, NADPH2:oxygen oxidoreductase_c0		-75.86		(1)  cpd00005[c0] + (2)  cpd00007[c0] + (2)  cpd00418[c0] <=> (1)  cpd00006[c0] + (1)  cpd00067[c0] + (2)  cpd00209[c0]	(1)  NADPH_c0[c0] + (2)  O2_c0[c0] + (2)  NO_c0[c0] <=> (1)  NADP_c0[c0] + (1)  H+_c0[c0] + (2)  Nitrate_c0[c0]	rxn03991	NODO	R05725			Unknown
rxn02213_c0	>	Cytosol_0	ASE09_RS24975	3-Dehydroquinate hydro-lyase_c0		-8.48		(1)  cpd00699[c0] => (1)  cpd00001[c0] + (1)  cpd01716[c0]	(1)  5-Dehydroquinate_c0[c0] => (1)  H2O_c0[c0] + (1)  3-Dehydroshikimate_c0[c0]	rxn02213	ARO1_2	R03084	Phenylalanine, tyrosine and tryptophan biosynthesis	ALL-CHORISMATE-PWY|ARO-PWY|AROMATIC-COMPOUNDS-BIOSYN|AROMATIC-COMPOUNDS-DEGRADATION|Amino-Acid-Biosynthesis|Biosynthesis|COMPLETE-ARO-PWY|Chorismate-Biosynthesis|Degradation|QUINATEDEG-PWY|Quinate-Degradation	(fig|1736582.3.peg.5218)
rxn05441_c0	>	Cytosol_0	ASE09_RS19610	9-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11531[c0] => (1)  cpd00003[c0] + (1)  cpd11532[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  9-methyl-trans-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  9-methyl-decanoyl-ACP_c0[c0]	rxn05441					(fig|1736582.3.peg.4079)
rxn03892_c0	>	Cytosol_0	ASE09_RS02790	R05613_c0		-22.53		(1)  cpd00113[c0] + (1)  cpd02591[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd00906[c0]	(1)  Isopentenyldiphosphate_c0[c0] + (1)  pendp_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  all-trans-Hexaprenyl diphosphate_c0[c0]	rxn03892	PPTT	R05613			(fig|1736582.3.peg.578)
rxn05454_c0	=	Cytosol_0	ASE09_RS16605	15-methyl-hexa-decanoyl-ACP:[acyl-carrier-protein] transferase_c0		0.0		(1)  cpd00010[c0] + (2)  cpd00067[c0] + (1)  cpd11544[c0] <=> (1)  cpd11432[c0] + (1)  cpd11493[c0]	(1)  CoA_c0[c0] + (2)  H+_c0[c0] + (1)  15-methyl-hexa-decanoyl-ACP_c0[c0] <=> (1)  fa11coa_c0[c0] + (1)  ACP_c0[c0]	rxn05454					(fig|1736582.3.peg.3459)
rxn01127_c0	=	Cytosol_0	ASE09_RS02350	ATP:dAMP phosphotransferase_c0	2.7.4.11	9.53		(1)  cpd00002[c0] + (1)  cpd00067[c0] + (1)  cpd00294[c0] <=> (1)  cpd00008[c0] + (1)  cpd00177[c0]	(1)  ATP_c0[c0] + (1)  H+_c0[c0] + (1)  dAMP_c0[c0] <=> (1)  ADP_c0[c0] + (1)  dADP_c0[c0]	rxn01127	DADK	R01547	Purine metabolism		(fig|1736582.3.peg.493)
rxn05537_c0	>	Cytosol_0	((ASE09_RS06750 or ASE09_RS00390 or ASE09_RS13725 or ASE09_RS12490 or ASE09_RS00450 or ASE09_RS06355) or ASE09_RS00400 or (ASE09_RS00455 or ASE09_RS06755 or ASE09_RS00395) or ASE09_RS00470 or (ASE09_RS00410 or ASE09_RS13705 or ASE09_RS12475 or ASE09_RS24150))	oligopeptide-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd11589[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd11589[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  gly-asp-L_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  gly-asp-L_c0[c0]	rxn05537	DIPEPabc13				Unknown
rxn05226_c0	=	Cytosol_0	(ASE09_RS25625 and Unknown and Unknown and Unknown and Unknown)	D-glucose transport via PEP:Pyr PTS_c0		-9.11		(1)  cpd00027[e0] + (1)  cpd00061[c0] <=> (1)  cpd00020[c0] + (1)  cpd00079[c0]	(1)  D-Glucose_e0[e0] + (1)  Phosphoenolpyruvate_c0[c0] <=> (1)  Pyruvate_c0[c0] + (1)  D-glucose-6-phosphate_c0[c0]	rxn05226	GLCpts				(Unknown) AND (fig|1736582.3.peg.5358) AND (Unknown) AND (Unknown) AND (Unknown)
rxn00615_c0	=	Cytosol_0	(ASE09_RS24120 or ASE09_RS28410)	ATP:glycerol 3-phosphotransferase_c0	2.7.1.30	-14.03		(1)  cpd00002[c0] + (1)  cpd00100[c0] <=> (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd00080[c0]	(1)  ATP_c0[c0] + (1)  Glycerol_c0[c0] <=> (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  Glycerol-3-phosphate_c0[c0]	rxn00615	GLYK	R00847	Glycerolipid metabolism	Alcohol-Degradation|Degradation|Fatty-Acid-and-Lipid-Degradation|GLYCEROL-DEG|PWY0-381	(fig|1736582.3.peg.5043)
rxn08468_c0	>	Cytosol_0	(ASE09_RS22925 or ASE09_RS05030 or ASE09_RS09775)	FMNH2-dependent monooxygenase (methanesulfonate)_c0		-76.97		(1)  cpd00007[c0] + (1)  cpd01270[c0] + (1)  cpd08023[c0] => (1)  cpd00001[c0] + (1)  cpd00050[c0] + (1)  cpd00055[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0]	(1)  O2_c0[c0] + (1)  FMNH2_c0[c0] + (1)  methanesulfonate_c0[c0] => (1)  H2O_c0[c0] + (1)  FMN_c0[c0] + (1)  Formaldehyde_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0]	rxn08468	FDMO2				Unknown
rxn05382_c0	>	Cytosol_0	ASE09_RS06655	14-methyl-trans-hexa-dec-2-enoyl-ACP:NADP+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11518[c0] => (1)  cpd00006[c0] + (1)  cpd11519[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  14-methyl-trans-hexa-dec-2-enoyl-ACP_c0[c0] => (1)  NADP_c0[c0] + (1)  14-methyl-hexa-decanoyl-ACP_c0[c0]	rxn05382					Unknown
rxn02521_c0	>	Cytosol_0	ASE09_RS18685	2',3'-Cyclic AMP 3'-nucleotidohydrolase_c0		-17.26		(1)  cpd00001[c0] + (1)  cpd01570[c0] => (1)  cpd00067[c0] + (1)  cpd00988[c0]	(1)  H2O_c0[c0] + (1)  2',3'-Cyclic AMP_c0[c0] => (1)  H+_c0[c0] + (1)  3'-AMP_c0[c0]	rxn02521	23CN2P1	R03537	Purine metabolism		(fig|1736582.3.peg.3890)
rxn05445_c0	>	Cytosol_0	ASE09_RS19610	4-methyl-trans-pent-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11548[c0] => (1)  cpd00003[c0] + (1)  cpd11549[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-trans-pent-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  4-methyl-pentanoyl-ACP_c0[c0]	rxn05445					(fig|1736582.3.peg.4079)
rxn00569_c0	<	Cytosol_0	((ASE09_RS16230 or ASE09_RS16225) or ASE09_RS16220)	Nitrite reductase (NAD(P)H)_c0		-91.6		(2)  cpd00001[c0] + (3)  cpd00006[c0] + (1)  cpd00013[c0] <= (3)  cpd00005[c0] + (5)  cpd00067[c0] + (1)  cpd00075[c0]	(2)  H2O_c0[c0] + (3)  NADP_c0[c0] + (1)  NH3_c0[c0] <= (3)  NADPH_c0[c0] + (5)  H+_c0[c0] + (1)  Nitrite_c0[c0]	rxn00569	NTRIR2y			Degradation|NITROGEN-DEG|Nitrate-Reduction|Noncarbon-Nutrients|Other-Degradation	(fig|1736582.3.peg.3381 OR fig|1736582.3.peg.3380) AND (fig|1736582.3.peg.3379)
rxn05341_c0	=	Cytosol_0	(ASE09_RS07135 or ASE09_RS18520 or ASE09_RS29610 or ASE09_RS18855 or ASE09_RS33320 or ASE09_RS16210 or ASE09_RS19480 or ASE09_RS08455 or ASE09_RS33570 or ASE09_RS08995 or ASE09_RS05730 or ASE09_RS13670 or ASE09_RS17685)	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase_c0		3.76		(1)  cpd00006[c0] + (1)  cpd11483[c0] <=> (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11490[c0]	(1)  NADP_c0[c0] + (1)  (R) -3-Hydroxyoctanoyl-[acyl-carrier protein]_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  3-oxooctanoyl-acp_c0[c0]	rxn05341	3OAR80	R04536	Fatty acid biosynthesis		Unknown
rxn05449_c0	>	Cytosol_0	ASE09_RS19610	12-methyl-trans-tridec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11564[c0] => (1)  cpd00003[c0] + (1)  cpd11565[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  12-methyl-trans-tridec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  12-methyl-tridecanoyl-ACP_c0[c0]	rxn05449					(fig|1736582.3.peg.4079)
rxn01626_c0	>	Cytosol_0	ASE09_RS06935	5,6-Dihydrouracil amidohydrolase_c0		-7.08		(1)  cpd00001[c0] + (1)  cpd00337[c0] => (1)  cpd00067[c0] + (1)  cpd01720[c0]	(1)  H2O_c0[c0] + (1)  Hydrouracil_c0[c0] => (1)  H+_c0[c0] + (1)  3-Ureidopropanoate_c0[c0]	rxn01626	DHPM1	R02269	Pyrimidine metabolism|beta-Alanine metabolism|Pantothenate and CoA biosynthesis	Amino-Acid-Biosynthesis|Beta-Alanine-Biosynthesis|Biosynthesis|Degradation|IND-AMINO-ACID-SYN|NUCLEO-DEG|Pyrimidine-Degradation|Uracil-Degradation	(fig|1736582.3.peg.1440 OR fig|1736582.3.peg.1441 OR fig|1736582.3.peg.4940)
rxn07438_c0	=	Cytosol_0	ASE09_RS09040	peptide-methionine:thioredoxin-disulfide S-oxidoreductase_c0				(1)  cpd00001[c0] + (1)  cpd11420[c0] + (1)  cpd12237[c0] <=> (1)  cpd11421[c0] + (1)  cpd14507[c0]	(1)  H2O_c0[c0] + (1)  trdox_c0[c0] + (1)  Peptide-L-methionine_c0[c0] <=> (1)  trdrd_c0[c0] + (1)  Peptide-L-methionine (R) -S-oxide_c0[c0]	rxn07438		R07607			Unknown
rxn00743_c0	>	Cytosol_0	ASE09_RS27385	Glycerone phosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00095[c0] => (1)  cpd00009[c0] + (1)  cpd00157[c0]	(1)  H2O_c0[c0] + (1)  Glycerone-phosphate_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Glycerone_c0[c0]	rxn00743	ALKP	R01010			Unknown
rxn03483_c0	>	Cytosol_0	ASE09_RS18685	2',3'-Cyclic GMP 3'-nucleotidohydrolase_c0		-17.26		(1)  cpd00001[c0] + (1)  cpd03702[c0] => (1)  cpd00067[c0] + (1)  cpd03701[c0]	(1)  H2O_c0[c0] + (1)  2',3'-Cyclic GMP_c0[c0] => (1)  H+_c0[c0] + (1)  Gp_c0[c0]	rxn03483	23CN2P4	R05135	Purine metabolism		(fig|1736582.3.peg.3890)
rxn03236_c0	=	Cytosol_0	ASE09_RS23135	4a-hydroxytetrahydrobiopterin hydro-lyase_c0		0.37		(1)  cpd03897[c0] <=> (1)  cpd00001[c0] + (1)  cpd00231[c0]	(1)  4a-Hydroxytetrahydrobiopterin_c0[c0] <=> (1)  H2O_c0[c0] + (1)  Dihydrobiopterin_c0[c0]	rxn03236	4AHD2	R04734			(fig|1736582.3.peg.4834)
rxn01265_c0	=	Cytosol_0	(ASE09_RS20755 or ASE09_RS14365)	Nicotinate D-ribonucleotide:diphosphate phosphoribosyltransferase_c0		9.6		(1)  cpd00012[c0] + (1)  cpd00873[c0] <=> (1)  cpd00103[c0] + (1)  cpd00218[c0]	(1)  PPi_c0[c0] + (1)  Nicotinate ribonucleotide_c0[c0] <=> (1)  PRPP_c0[c0] + (1)  Niacin_c0[c0]	rxn01265	NAPRT	R01724	Nicotinate and nicotinamide metabolism	Biosynthesis|Cofactor-Biosynthesis|NAD-Metabolism|NAD-SYN|PYRIDNUCSAL-PWY	(fig|1736582.3.peg.3005 OR fig|1736582.3.peg.4324)
rxn00874_c0	=	Cytosol_0	((ASE09_RS05610 or ASE09_RS09190 or ASE09_RS20965 or ASE09_RS11940 or ASE09_RS18575 or ASE09_RS22840 or ASE09_RS32830) or (ASE09_RS11940 or ASE09_RS32830 or ASE09_RS18575 or ASE09_RS09680 or ASE09_RS22840 or ASE09_RS16905 or ASE09_RS05610 or ASE09_RS20965))	butanoyl-CoA:acetyl-CoA C-butanoyltransferase_c0		7.06		(1)  cpd00022[c0] + (1)  cpd00120[c0] <=> (1)  cpd00010[c0] + (1)  cpd03123[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Butyryl-CoA_c0[c0] <=> (1)  CoA_c0[c0] + (1)  3-Oxohexanoyl-CoA_c0[c0]	rxn00874	ACACT2r	R01177	Fatty acid elongation|Fatty acid degradation	Energy-Metabolism|Fermentation	(fig|1736582.3.peg.3559 OR fig|1736582.3.peg.1157 OR fig|1736582.3.peg.1912 OR fig|1736582.3.peg.4772 OR fig|1736582.3.peg.3869 OR fig|1736582.3.peg.6850 OR fig|1736582.3.peg.2501 OR fig|1736582.3.peg.4371) AND (fig|1736582.3.peg.3869 OR fig|1736582.3.peg.4772 OR fig|1736582.3.peg.1157 OR fig|1736582.3.peg.2020 OR fig|1736582.3.peg.4371 OR fig|1736582.3.peg.2501 OR fig|1736582.3.peg.3520 OR fig|1736582.3.peg.6850)
rxn00834_c0	=	Cytosol_0	(ASE09_RS26470 or ASE09_RS26500 or ASE09_RS02065 or ASE09_RS26380 or ASE09_RS20750 or ASE09_RS26410 or ASE09_RS25110 or ASE09_RS28290)	IMP:NAD+ oxidoreductase_c0		1.58		(1)  cpd00001[c0] + (1)  cpd00003[c0] + (1)  cpd00114[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00497[c0]	(1)  H2O_c0[c0] + (1)  NAD_c0[c0] + (1)  IMP_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  XMP_c0[c0]	rxn00834	FUN63	R01130	Purine metabolism	AROMATIC-COMPOUNDS-DEGRADATION|Adenosine-Nucleotides-Degradation|Biosynthesis|DENOVOPURINE2-PWY|Degradation|NUCLEO-DEG|Nucleotide-Biosynthesis|P165-PWY|PRPP-PWY|PUR-NUC-SYN|Polyamine-Biosynthesis|Purine-Degradation|Purine-Nucleotide-De-Novo-Biosynthesis|URSIN-PWY|Urate-Degradation	(fig|1736582.3.peg.434 OR fig|1736582.3.peg.5246)
rxn00782_c0	<	Cytosol_0	ASE09_RS28625	D-glyceraldehyde-3-phosphate:NADP+ oxidoreductase (phosphorylating)_c0		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00102[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd00203[c0]	(1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Glyceraldehyde3-phosphate_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  1,3-Bisphospho-D-glycerate_c0[c0]	rxn00782	GAPD(nadp)	R01063	Glycolysis / Gluconeogenesis|Carbon fixation in photosynthetic organisms	Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CALVIN-PWY|CARBO-BIOSYNTHESIS|CO2-Fixation|Carbohydrates-Biosynthesis|Degradation|Energy-Metabolism|PHOTOALL-PWY|Photosynthesis	Unknown
rxn05189_c0	>	Cytosol_0	(Unknown and ASE09_RS17140)	Fe(III)dicitrate-ABC transport_c0		-6.817		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd03725[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03725[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Fe(III) dicitrate_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Fe(III) dicitrate_c0[c0]	rxn05189					(fig|1736582.3.peg.3572) AND (Unknown)
rxn08703_c0	=	Cytosol_0	ASE09_RS10150	S-methylmethionine homocysteine transmethylase_c0		-13.15		(1)  cpd00135[c0] + (1)  cpd02027[c0] <=> (2)  cpd00060[c0] + (1)  cpd00067[c0]	(1)  Homocysteine_c0[c0] + (1)  S-Methyl-L-methionine_c0[c0] <=> (2)  L-Methionine_c0[c0] + (1)  H+_c0[c0]	rxn08703	HCYSMT2			Amino-Acid-Biosynthesis|Biosynthesis|IND-AMINO-ACID-SYN|METHIONINE-SYN	(fig|1736582.3.peg.2125)
rxn01459_c0	>	Cytosol_0	(ASE09_RS09795 or ASE09_RS06800 or ASE09_RS16945 or ASE09_RS02020 or ASE09_RS26345 or ASE09_RS01420 or ASE09_RS23795 or ASE09_RS20900 or ASE09_RS01425 or ASE09_RS10905 or ASE09_RS30175)	4-Aminobutyraldehyde:NAD+ oxidoreductase_c0		-9.8		(1)  cpd00001[c0] + (1)  cpd00006[c0] + (1)  cpd00434[c0] => (1)  cpd00005[c0] + (2)  cpd00067[c0] + (1)  cpd00281[c0]	(1)  H2O_c0[c0] + (1)  NADP_c0[c0] + (1)  4-Aminobutanal_c0[c0] => (1)  NADPH_c0[c0] + (2)  H+_c0[c0] + (1)  GABA_c0[c0]	rxn01459		R01986	Arginine and proline metabolism		(fig|1736582.3.peg.5557 OR fig|1736582.3.peg.4979 OR fig|1736582.3.peg.301 OR fig|1736582.3.peg.2282 OR fig|1736582.3.peg.4357 OR fig|1736582.3.peg.300 OR fig|1736582.3.peg.423 OR fig|1736582.3.peg.5508 OR fig|1736582.3.peg.6317 OR fig|1736582.3.peg.2043 OR fig|1736582.3.peg.1412 OR fig|1736582.3.peg.3528)
rxn05252_c0	>	Cytosol_0	(ASE09_RS05535 or ASE09_RS27910 or ASE09_RS06465 or ASE09_RS33640 or ASE09_RS13600 or ASE09_RS16470 or ASE09_RS15920 or ASE09_RS27935 or ASE09_RS03170 or ASE09_RS07735 or ASE09_RS27870 or ASE09_RS09755 or ASE09_RS33630 or ASE09_RS17950 or ASE09_RS06320 or ASE09_RS34190 or ASE09_RS22030 or ASE09_RS14725 or ASE09_RS13680 or ASE09_RS23085 or ASE09_RS09660 or ASE09_RS12360)	FACOAL170(ISO)_c0		-4.296		(1)  cpd00002[c0] + (1)  cpd00010[c0] + (1)  cpd11431[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd11432[c0]	(1)  ATP_c0[c0] + (1)  CoA_c0[c0] + (1)  fa11_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  fa11coa_c0[c0]	rxn05252					(fig|1736582.3.peg.3079 OR fig|1736582.3.peg.2863 OR fig|1736582.3.peg.5839 OR fig|1736582.3.peg.5853 OR fig|1736582.3.peg.4824 OR fig|1736582.3.peg.2016 OR fig|1736582.3.peg.1315 OR fig|1736582.3.peg.1343 OR fig|1736582.3.peg.5848 OR fig|1736582.3.peg.3740 OR fig|1736582.3.peg.7011 OR fig|1736582.3.peg.1607 OR fig|1736582.3.peg.1142 OR fig|1736582.3.peg.2587 OR fig|1736582.3.peg.2035 OR fig|1736582.3.peg.3317)
